المسعى الدور الأرضي,المسعى الدور الأول,المسعى الدور الثاني,الوقت,حالة المسعى الدور الأرضي,حالة المسعى الدور الأول,حالة المسعى الدور الثاني,حالة سطح المطاف,حالة صحن المطاف,حالة مطاف الدور الأرضي,حالة مطاف الدور الأول,سطح المطاف,صحن المطاف,مطاف الدور الأرضي,مطاف الدور الأول
"55 - 65","25 - 35","25 - 35","2026-02-25T23:08:21.826Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:13:40.772Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:18:40.765Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:23:40.715Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:28:40.732Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:33:40.743Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:38:40.666Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:43:40.798Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:48:40.668Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:53:40.772Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:58:40.774Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-26T00:03:40.732Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-26T00:08:21.920Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:13:40.755Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:18:40.714Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:23:40.705Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:28:40.757Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:33:40.754Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:38:40.703Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:43:40.770Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:48:40.700Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:53:40.755Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T00:58:40.758Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:03:40.750Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:08:22.024Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:13:21.804Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:18:22.260Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:23:21.837Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:28:21.889Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:33:22.273Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:38:21.759Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:40:34.801Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:43:21.804Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:48:22.503Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:53:21.617Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T01:58:21.746Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","35 - 45","2026-02-26T02:03:22.428Z","أحمر","أحمر","أحمر","أخضر","أحمر","أخضر","أخضر","50 - 60","40 - 50","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:08:22.382Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:13:22.005Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:18:22.275Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:23:21.908Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:28:21.790Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:33:22.304Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:38:21.944Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:43:21.691Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:48:22.335Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:53:21.743Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T02:58:21.758Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T03:03:22.015Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T03:08:21.978Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T03:13:21.711Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","40 - 50","50 - 60","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:18:22.581Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:23:21.753Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:28:21.693Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:33:22.313Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:38:21.863Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:43:21.734Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:48:22.251Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:53:21.788Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T03:58:21.697Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:03:22.222Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:08:21.859Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:13:21.726Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:18:22.255Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:23:21.744Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:28:21.812Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:33:22.393Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:38:21.803Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:43:21.714Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:48:22.387Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:53:21.784Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T04:58:21.688Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:03:22.230Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:08:21.783Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:13:21.799Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:18:22.226Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:23:21.741Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:28:21.692Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:33:22.321Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:38:21.783Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:43:21.742Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:48:22.224Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:53:21.741Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T05:58:21.657Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:03:22.551Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:08:21.795Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:13:21.656Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:18:22.541Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:23:21.688Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:28:21.699Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:33:22.427Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:38:21.791Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:43:21.672Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:48:23.007Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:53:21.737Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T06:58:21.722Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:03:22.201Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:08:21.839Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:13:21.710Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:18:22.395Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:23:21.924Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:28:21.701Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:33:22.319Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:38:21.822Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:43:21.744Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:48:22.262Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:53:21.747Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T07:58:21.662Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","35 - 45","2026-02-26T08:03:22.829Z","أحمر","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","50 - 60","40 - 50","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:08:21.967Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:13:21.771Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:18:22.355Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:23:21.773Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:28:21.887Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:33:22.290Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:38:21.842Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:43:21.823Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:48:22.905Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:53:21.870Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T08:58:21.729Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-26T09:03:22.599Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:08:21.956Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:13:22.185Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:18:22.696Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:23:21.804Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:28:21.769Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:33:22.380Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:38:21.794Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:43:21.753Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:48:22.877Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:53:21.741Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T09:58:21.809Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:03:22.249Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:08:21.658Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:13:21.710Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:18:22.232Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:23:21.765Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:28:21.700Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-26T10:33:22.437Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","55 - 65","70 - 80","70 - 80"
