المسعى الدور الأرضي,المسعى الدور الأول,المسعى الدور الثاني,الوقت,حالة المسعى الدور الأرضي,حالة المسعى الدور الأول,حالة المسعى الدور الثاني,حالة سطح المطاف,حالة صحن المطاف,حالة مطاف الدور الأرضي,حالة مطاف الدور الأول,سطح المطاف,صحن المطاف,مطاف الدور الأرضي,مطاف الدور الأول
"45 - 55","35 - 45","25 - 35","2026-02-25T11:43:22.692Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","40 - 50","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T11:48:21.914Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","40 - 50","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T11:53:22.050Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","40 - 50","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T11:58:21.932Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","40 - 50","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T12:03:22.277Z","أحمر","أحمر","أخضر","rgba(72, 79, 87, 0.7)","أحمر","أحمر","أحمر","غير متاح","40 - 50","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:08:22.038Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:13:22.022Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:18:21.877Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:23:21.704Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:28:22.931Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:33:21.974Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:38:21.824Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:43:21.877Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:48:22.271Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:53:21.729Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T12:58:22.100Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:03:22.276Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:08:21.816Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:13:21.894Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:18:22.372Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:23:21.971Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:28:22.134Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:33:22.274Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:38:21.708Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:43:21.976Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:48:22.169Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:53:21.722Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"55 - 65","35 - 45","25 - 35","2026-02-25T13:58:22.396Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","100 - 110"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:03:22.302Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:08:22.046Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:13:21.816Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:18:22.220Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:23:21.733Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:28:22.293Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:33:22.327Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:38:21.937Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:43:21.832Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:48:22.288Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:53:21.771Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T14:58:21.783Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:03:22.240Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:08:21.803Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:13:22.630Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:18:21.897Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:23:21.701Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:28:22.688Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:33:21.736Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:38:21.787Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:43:22.507Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:48:21.809Z","أحمر","أحمر","أخضر","أخضر","أحمر","أحمر","أحمر","50 - 60","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:53:21.729Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T15:58:22.297Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:03:21.926Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:08:22.383Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:13:22.302Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:18:23.119Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:23:22.558Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:28:22.409Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:33:22.058Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:38:22.974Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:43:22.577Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:48:22.037Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:53:21.783Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T16:58:22.491Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:03:22.325Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:08:22.052Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:13:22.292Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:18:21.975Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:23:21.844Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:28:22.068Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:33:22.283Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:38:21.983Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:43:22.061Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:48:22.384Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:53:21.927Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T17:58:22.232Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:03:22.334Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:08:22.102Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:13:23.028Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:18:21.995Z","أحمر","أحمر","أخضر","أحمر","أحمر","أحمر","أحمر","70 - 80","55 - 65","70 - 80","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:23:21.746Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:28:22.668Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:33:21.796Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:38:21.751Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:43:22.386Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:48:21.862Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:53:21.821Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T18:58:22.292Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:03:21.927Z","أحمر","أحمر","أخضر","أحمر","أحمر","أخضر","أحمر","70 - 80","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:08:21.760Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:13:22.781Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:18:21.756Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:23:21.786Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:28:22.325Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:33:21.812Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:38:22.194Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:43:22.382Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:48:21.831Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:53:21.911Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"45 - 55","35 - 45","25 - 35","2026-02-25T19:58:22.279Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أحمر","50 - 60","55 - 65","50 - 60","70 - 80"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:03:21.804Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:08:22.164Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:13:22.152Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:18:21.784Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:23:21.808Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:28:22.478Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:33:21.966Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:38:22.042Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:43:22.194Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:48:21.795Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:53:21.808Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T20:58:22.439Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:03:22.247Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:08:22.022Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:13:22.844Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:18:21.800Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:23:21.781Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:28:22.693Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:33:21.926Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:38:22.066Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:43:22.967Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:48:24.035Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:53:21.825Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T21:58:22.625Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:03:21.752Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:08:22.109Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:13:22.236Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:18:21.855Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:23:21.809Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:28:22.779Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:33:21.801Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:38:22.175Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:43:22.323Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:48:21.836Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:53:22.009Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T22:58:22.609Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","35 - 45","25 - 35","2026-02-25T23:03:22.024Z","أحمر","أحمر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:08:21.826Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:13:40.772Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:18:40.765Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:23:40.715Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:28:40.732Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
"55 - 65","25 - 35","25 - 35","2026-02-25T23:33:40.743Z","أحمر","أخضر","أخضر","أخضر","أحمر","أخضر","أخضر","50 - 60","55 - 65","50 - 60","50 - 60"
